"test"," time-1 "," time-2 "," time-3 ","range"
"Tests/Unit/eq_pos/Arrow.hs"," 0.6283"," 0.6264"," 0.6104","0"
"Tests/Unit/eq_pos/Equational.hs"," 0.9334"," 0.9078"," 0.9012","0"
"Tests/Unit/error/crash/TerminationExpr.hs"," 0.5702"," 0.5577"," 0.5526","0"
"Tests/Unit/error/crash/TerminationExpr1.hs"," 0.5698"," 0.5523"," 0.5513","0"
"Tests/Unit/neg/AbsApp.hs"," 0.6584"," 0.6463"," 0.6378","0"
"Tests/Unit/neg/Ast.hs"," 0.7242"," 0.6958"," 0.7076","0"
"Tests/Unit/neg/AutoSize.hs"," 0.6524"," 0.6805"," 0.6396","0"
"Tests/Unit/neg/Baz.hs"," 0.6758"," 0.6735"," 0.6695","0"
"Tests/Unit/neg/BigNum.hs"," 0.6503"," 0.6400"," 0.6322","0"
"Tests/Unit/neg/Books.hs"," 0.7341"," 0.7364"," 0.7425","0"
"Tests/Unit/neg/CastedTotality.hs"," 0.7455"," 0.7318"," 0.7276","0"
"Tests/Unit/neg/Class1.hs"," 0.9618"," 0.9695"," 0.9524","0"
"Tests/Unit/neg/Class2.hs"," 0.7487"," 0.7544"," 0.7478","0"
"Tests/Unit/neg/Class3.hs"," 0.7179"," 0.7062"," 0.6967","0"
"Tests/Unit/neg/Class4.hs"," 0.7148"," 0.6781"," 0.6715","0"
"Tests/Unit/neg/Class5.hs"," 0.6481"," 0.6335"," 0.6323","0"
"Tests/Unit/neg/CompareConstraints.hs"," 1.3567"," 1.9579"," 1.9683","0"
"Tests/Unit/neg/Constraints.hs"," 0.7443"," 0.7051"," 0.6995","0"
"Tests/Unit/neg/ConstraintsAppend.hs"," 1.6095"," 1.7013"," 1.6677","0"
"Tests/Unit/neg/Eval.hs"," 0.9413"," 0.9131"," 0.9284","0"
"Tests/Unit/neg/Even.hs"," 0.6926"," 0.6955"," 0.6919","0"
"Tests/Unit/neg/FunSoundness.hs"," 0.6537"," 0.6317"," 0.6269","0"
"Tests/Unit/neg/GADTs.hs"," 0.6686"," 0.6447"," 0.6444","0"
"Tests/Unit/neg/GeneralizedTermination.hs"," 0.7992"," 0.8375"," 0.8209","0"
"Tests/Unit/neg/HasElem.hs"," 0.7186"," 0.6831"," 0.6750","0"
"Tests/Unit/neg/HolesTop.hs"," 0.6781"," 0.6796"," 0.6598","0"
"Tests/Unit/neg/LazyWhere.hs"," 0.7179"," 0.6803"," 0.6735","0"
"Tests/Unit/neg/LazyWhere1.hs"," 0.7224"," 0.7160"," 0.7173","0"
"Tests/Unit/neg/LiquidClass.hs"," 0.6699"," 0.6856"," 0.6682","0"
"Tests/Unit/neg/LiquidClass1.hs"," 0.6720"," 0.6713"," 0.6556","0"
"Tests/Unit/neg/ListConcat.hs"," 0.7390"," 0.7391"," 0.7319","0"
"Tests/Unit/neg/ListElem.hs"," 0.7170"," 0.6976"," 0.7007","0"
"Tests/Unit/neg/ListISort-LType.hs"," 1.1344"," 1.1200"," 1.1196","0"
"Tests/Unit/neg/ListISort.hs"," 1.7287"," 2.0092"," 1.9621","0"
"Tests/Unit/neg/ListKeys.hs"," 0.7196"," 0.7197"," 0.7104","0"
"Tests/Unit/neg/ListMSort.hs"," 3.4326"," 3.5070"," 3.5884","0"
"Tests/Unit/neg/ListQSort.hs"," 1.5214"," 1.4913"," 1.4861","0"
"Tests/Unit/neg/ListRange.hs"," 0.8489"," 0.8371"," 0.8429","0"
"Tests/Unit/neg/LocalSpec.hs"," 0.7240"," 0.7081"," 0.7000","0"
"Tests/Unit/neg/MeasureContains.hs"," 0.7638"," 0.7471"," 0.7419","0"
"Tests/Unit/neg/MeasureDups.hs"," 0.8158"," 0.7987"," 0.7975","0"
"Tests/Unit/neg/NoExhaustiveGuardsError.hs"," 0.6794"," 0.6667"," 0.6570","0"
"Tests/Unit/neg/NoMethodBindingError.hs"," 0.6621"," 0.6389"," 0.6398","0"
"Tests/Unit/neg/PairMeasure.hs"," 0.6974"," 0.6898"," 0.6855","0"
"Tests/Unit/neg/Propability.hs"," 1.1252"," 1.1074"," 1.0773","0"
"Tests/Unit/neg/Propability0.hs"," 0.7593"," 0.7404"," 0.7407","0"
"Tests/Unit/neg/RG.hs"," 1.2031"," 1.1814"," 1.1850","0"
"Tests/Unit/neg/RecQSort.hs"," 1.0686"," 1.0915"," 1.0872","0"
"Tests/Unit/neg/RecSelector.hs"," 0.6914"," 0.6645"," 0.6460","0"
"Tests/Unit/neg/SafePartialFunctions.hs"," 0.7256"," 0.7385"," 0.7296","0"
"Tests/Unit/neg/Solver.hs"," 1.6796"," 1.6694"," 1.6449","0"
"Tests/Unit/neg/StateConstraints.hs"," 1.5640"," 1.5580"," 1.5463","0"
"Tests/Unit/neg/StateConstraints0.hs"," 19.7010"," 19.6176"," 19.7613","0"
"Tests/Unit/neg/StateConstraints00.hs"," 0.7592"," 0.7429"," 0.7314","0"
"Tests/Unit/neg/Strata.hs"," 0.6636"," 0.6503"," 0.6480","0"
"Tests/Unit/neg/StreamInvariants.hs"," 0.6543"," 0.6529"," 0.6415","0"
"Tests/Unit/neg/StrictPair0.hs"," 0.6666"," 0.6649"," 0.6582","0"
"Tests/Unit/neg/StrictPair1.hs"," 1.1306"," 1.1252"," 1.1230","0"
"Tests/Unit/neg/Strings.hs"," 0.6428"," 0.6407"," 0.6413","0"
"Tests/Unit/neg/Sum.hs"," 0.7943"," 0.7863"," 0.7967","0"
"Tests/Unit/neg/TermReal.hs"," 0.6460"," 0.6375"," 0.6355","0"
"Tests/Unit/neg/TerminationNum.hs"," 0.6641"," 0.6505"," 0.6565","0"
"Tests/Unit/neg/TerminationNum0.hs"," 0.7306"," 0.7289"," 0.7146","0"
"Tests/Unit/neg/TopLevel.hs"," 0.6723"," 0.6658"," 0.6575","0"
"Tests/Unit/neg/Variance.hs"," 0.6967"," 0.6790"," 0.6728","0"
"Tests/Unit/neg/alias00.hs"," 0.6920"," 0.6559"," 0.6582","0"
"Tests/Unit/neg/ass0.hs"," 0.6429"," 0.6293"," 0.6230","0"
"Tests/Unit/neg/concat.hs"," 1.2120"," 1.2238"," 1.2013","0"
"Tests/Unit/neg/concat1.hs"," 1.3552"," 1.4684"," 1.4352","0"
"Tests/Unit/neg/concat2.hs"," 1.3721"," 1.3823"," 1.3767","0"
"Tests/Unit/neg/contra0.hs"," 0.8399"," 0.8395"," 0.8291","0"
"Tests/Unit/neg/coretologic.hs"," 0.7401"," 0.7288"," 0.7099","0"
"Tests/Unit/neg/csv.hs"," 4.0602"," 4.4024"," 4.4065","0"
"Tests/Unit/neg/datacon-eq.hs"," 0.6410"," 0.6366"," 0.6186","0"
"Tests/Unit/neg/deppair0.hs"," 0.8459"," 0.8486"," 0.8346","0"
"Tests/Unit/neg/deptupW.hs"," 0.8567"," 0.8583"," 0.8565","0"
"Tests/Unit/neg/errmsg.hs"," 0.7664"," 0.7569"," 0.7437","0"
"Tests/Unit/neg/errorloc.hs"," 0.7258"," 0.7145"," 0.7153","0"
"Tests/Unit/neg/ex0-unsafe.hs"," 0.8603"," 0.8608"," 0.8489","0"
"Tests/Unit/neg/ex1-unsafe.hs"," 0.8358"," 0.8174"," 0.8078","0"
"Tests/Unit/neg/filterAbs.hs"," 1.0773"," 1.3359"," 1.3214","0"
"Tests/Unit/neg/foldN.hs"," 0.7100"," 0.6948"," 0.6895","0"
"Tests/Unit/neg/foldN1.hs"," 0.7067"," 0.7013"," 0.6868","0"
"Tests/Unit/neg/grty0.hs"," 0.6638"," 0.6530"," 0.6398","0"
"Tests/Unit/neg/grty1.hs"," 0.9775"," 0.9391"," 0.9455","0"
"Tests/Unit/neg/grty2.hs"," 0.9523"," 0.9429"," 0.9272","0"
"Tests/Unit/neg/grty3.hs"," 0.6694"," 0.6631"," 0.6622","0"
"Tests/Unit/neg/list00.hs"," 0.7296"," 0.7259"," 0.7194","0"
"Tests/Unit/neg/listne.hs"," 0.6330"," 0.6302"," 0.6276","0"
"Tests/Unit/neg/lit.hs"," 0.6548"," 0.6355"," 0.6228","0"
"Tests/Unit/neg/mapreduce-tiny.hs"," 0.8331"," 0.8160"," 0.8221","0"
"Tests/Unit/neg/mapreduce.hs"," 3.1684"," 3.3001"," 3.2588","0"
"Tests/Unit/neg/maps.hs"," 0.8373"," 0.8467"," 0.8112","0"
"Tests/Unit/neg/meas0.hs"," 0.7576"," 0.7556"," 0.7399","0"
"Tests/Unit/neg/meas2.hs"," 0.7452"," 0.7357"," 0.7292","0"
"Tests/Unit/neg/meas3.hs"," 0.7770"," 0.7574"," 0.7615","0"
"Tests/Unit/neg/meas5.hs"," 1.7216"," 1.7964"," 1.8093","0"
"Tests/Unit/neg/meas7.hs"," 0.6963"," 0.6992"," 0.7138","0"
"Tests/Unit/neg/meas9.hs"," 0.7379"," 0.7283"," 0.7148","0"
"Tests/Unit/neg/monad3.hs"," 0.9397"," 0.9980"," 1.0061","0"
"Tests/Unit/neg/monad4.hs"," 0.9254"," 0.9908"," 0.9844","0"
"Tests/Unit/neg/monad5.hs"," 0.8709"," 0.8918"," 0.8838","0"
"Tests/Unit/neg/monad6.hs"," 0.7826"," 0.7963"," 0.7662","0"
"Tests/Unit/neg/monad7.hs"," 1.1936"," 1.1702"," 1.1474","0"
"Tests/Unit/neg/mr00.hs"," 0.9930"," 0.9933"," 0.9460","0"
"Tests/Unit/neg/multi-pred-app-00.hs"," 0.6446"," 0.6366"," 0.6224","0"
"Tests/Unit/neg/nestedRecursion.hs"," 0.6898"," 0.6803"," 0.7058","0"
"Tests/Unit/neg/pair.hs"," 2.2262"," 2.8997"," 2.8141","0"
"Tests/Unit/neg/pair0.hs"," 2.0957"," 2.6662"," 2.6434","0"
"Tests/Unit/neg/pargs.hs"," 0.6396"," 0.6300"," 0.6243","0"
